; Annotierung (Angabe Nummer in Anahngscheckliste) ;Geschäftsjahr;Gesellschaft;Abschlussart;Prüfer
"Josef Hasler, .
Vorsitzender des Vorstands.
Ressort: Unternehmensentwicklung, Unternehmens- und Marketingkommunikation, Recht, N-ERGIE-Vertrieb; .
Vorsitzender der Geschäftsführung der Städtische Werke Nürnberg Gesellschaft mit beschränkter Haftung, Nürnberg; .
Vorsitzender des Vorstands der VAG Verkehrs-Aktiengesellschaft, Nürnberg;
Martina Paasch.
Mitglied des Vorstands.
Ressort: Finanz- und Rechnungswesen, Einkauf, Controlling, Wasser,
Karl-Heinz Pöverlein, .
Mitglied des Vorstands und Arbeitsdirektor.
Ressort: Personal, Arbeitsmedizin, Arbeitssicherheit/Umweltschutz; .
Mitglied der Geschäftsführung und Arbeitsdirektor der Städtische Werke Nürnberg Gesellschaft mit beschränkter Haftung, Nürnberg; .
Mitglied des Vorstands für Personal- und Sozialfragen der VAG Verkehrs-Aktiengesellschaft, Nürnberg;
Dr. Thomas Unnerstall, .
Mitglied des Vorstands, bis 29.02.2016.";;2016;N-ERGIE AG;Konzernabschluss;PwC
Beirat;;2016;N-ERGIE AG;Konzernabschluss;PwC
"Dr. Ulrich Maly, Oberbürgermeister der Stadt Nürnberg, Vorsitzender des Beirats;
Michael Riechel, Vorsitzender des Vorstands der Thüga Aktiengesellschaft, stellvertretender Vorsitzender des Beirats;
Richard Bartsch, Präsident des Bezirkstags Mittelfranken;
Tamara Bischof, Landrätin des Landkreises Kitzingen;
Alfons Brandl, Erster Bürgermeister der Stadt Herrieden, stellvertretender Bezirksvorsitzender für Mittelfranken im Bayerischen Städtetag;
Josef Braun, Obermeister der Innung für Elektro- und Informationstechnik Nürnberg-Fürth;
Professor Dr. Michael Braun, Präsident der Technischen Hochschule Nürnberg
Georg Simon Ohm;
Matthias Dießl, Landrat des Landkreises Fürth;
Herbert Eckstein, Landrat des Landkreises Roth;
Peter-Stephan Englert, Vorstandsvorsitzender der Vereinigung der Wohnungsunternehmen in Mittelfranken e. V. .
und Geschäftsführer der St. Gundekar-Werk Eichstätt Wohnungs- und Städtebaugesellschaft mbH;
Dr. Matthias Everding, Vorstandsvorsitzender der Sparkasse Nürnberg;
Günther Felßner, Bezirkspräsident des Bezirksverbands Mittelfranken des Bayerischen Bauernverbands;
Manfred Geyer, Vorstandsvorsitzender der RaiffeisenVolksbank eG Gewerbebank;
Dr. Thomas Jung, Oberbürgermeister der Stadt Fürth und Bezirksvorsitzender für Mittelfranken im Bayerischen Städtetag;
Armin Kroder, Landrat des Landkreises Nürnberger Land;
Markus Lötzsch, Hauptgeschäftsführer der IHK Nürnberg für Mittelfranken;
Dr. Jürgen Ludwig, Landrat des Landkreises Ansbach;
Josef Mend, Erster Bürgermeister der Gemeinde Iphofen und Erster Vizepräsident des Bayerischen Gemeindetags;
Heinz Meyer, Erster Bürgermeister der Gemeinde Burgthann, Vorsitzender des Kreisverbands Nürnberger Land im Bayerischen Gemeindetag;
Heinrich Mosler, Präsident der Handwerkskammer für Mittelfranken, a. D.;
Helmut Schnotz, Erster Bürgermeister des Marktes Bechhofen, stellvertretender Vorsitzender des Kreisverbands Ansbach im Bayerischen Gemeindetag;
Günter Ströbel, Erster Bürgermeister der Gemeinde Dittenheim, Vorsitzender des Kreisverbands Weißenburg-Gunzenhausen im Bayerischen Gemeindetag;
Gerhard Wägemann, Landrat des Landkreises Weißenburg-Gunzenhausen;
Helmut Weiß, Landrat des Landkreises Neustadt a.d. Aisch / Bad Windsheim;
Siegfried Zecha, Obermeister der Innung für Sanitär- und Heizungstechnik Nürnberg/Fürth.";;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Mitglieder des Aufsichtsrats erhielten Vergütungen in Höhe von 138 T€ und der Beirat in Höhe von 44 T€.; 78 ;2016;N-ERGIE AG;Konzernabschluss;PwC
Die Gesamtbezüge der Mitglieder des Vorstands betrugen 1.203 T€. Die Vergütung des Vorstands beträgt im Einzelnen für Herrn Josef Hasler Fixum 170 T€, Variabel 165 T€ sowie Sachleistungen 15 T€, für Frau Martina Paasch Fixum 246 T€, Variabel 110 T€ und Sachleistungen 10 T€, für Herrn Karl-Heinz Pöverlein Fixum 119 T€, Variabel 165 T€ sowie Sachleistungen 9 T€ und für Herrn Dr. Thomas Unnerstall Fixum 35 T€, Variabel 157 T€ sowie Sachleistungen 2 T€. Zudem bestehen Pensionszusagen in Höhe von 164 T€, die unter den Pensionsrückstellungen ausgewiesen sind.; 78, 82, 83  ;2016;N-ERGIE AG;Konzernabschluss;PwC
Frühere Mitglieder des Vorstands und deren Hinterbliebene erhielten Gesamtbezüge in Höhe von 1.551 T€. Für Pensionsverpflichtungen gegenüber früheren Mitgliedern des Vorstands und ihren Hinterbliebenen sind 9.103 T€ zurückgestellt.; 86 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Entwicklung des Konzern-Anlagevermögens für das Geschäftsjahr vom 1. Januar bis 31. Dezember 2016
der N-ERGIE Aktiengesellschaft, Nürnberg"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Anschaffungs- und Herstellungskosten
Vermögensgruppe Stand am 01.01.2016 Zugang Abgang Umbuchung Stand am 31.12.2016
T€ T€ T€ T€ T€
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene
Konzessionen, gewerbliche
Schutzrechte und ähnliche
Rechte und Werte
69.350 1.669 537 1.047 71.529
2. Bezugs- und Lieferrechte 26.574 0 0 0 26.574"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Anschaffungs- und Herstellungskosten
Vermögensgruppe Stand am 01.01.2016 Zugang Abgang Umbuchung Stand am 31.12.2016
T€ T€ T€ T€ T€
3. Geschäfts- oder Firmenwert
117 0 0 0 117
4. Geleistete Anzahlungen 0 414 0 92 506
Immaterielle Vermögensgegenstände
96.041 2.083 537 1.139 98.726
II. Sachanlagen
1. Grundstücke und grundstücksgleiche
Rechte mit Geschäfts-,
Betriebs-und anderen
Bauten
341.317 924 32.992 7.739 316.988
2. Grundstücke und grundstücksgleiche
Rechte mit
Wohnbauten
3.457 0 0 0 3.457
3. Grundstücke und grundstücksgleiche
Rechte ohne
Bauten
19.735 138 79 2 19.796
4. Bauten auf fremden Grundstücken
7.352 68 0 0 7.420
371.861 1.130 33.071 7.741 347.661
5. Erzeugungs-, Gewinnungsund
Bezugsanlagen
390.302 11.831 652 10.793 412.274
6. Verteilungsanlagen 3.198.623 60.640 8.148 30.564 3.281.679
7. Technische Anlagen und
Maschinen
9.847 361 588 466 10.086
8. Andere Anlagen, Betriebsund
Geschäftsausstattung
93.289 4.144 5.690 839 92.582
9. Geleistete Anzahlungen
und Anlagen im Bau
59.544 23.178 92 -51.542 31.088
Sachanlagen 4.123.466 101.284 48.241 -1.139 4.175.370"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Anschaffungs- und Herstellungskosten
Vermögensgruppe Stand am 01.01.2016 Zugang Abgang Umbuchung Stand am 31.12.2016
T€ T€ T€ T€ T€
1. Anteile an verbundenen
Unternehmen
4.518 0 0 0 4.518
2. Beteiligungen an assoziierten
Unternehmen
576.921 5.720 366 0 582.275
3. Beteiligungen 15.083 85 4.662 0 10.506
4. Ausleihungen an Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
8.530 0 25 0 8.505
5. Wertpapiere des Anlagevermögens
38.500 15 0 0 38.515
6. Sonstige Ausleihungen 2.513 133 354 0 2.292
Finanzanlagen 646.065 5.953 5.407 0 646.611
Anlagevermögen gesamt: 4.865.572 109.320 54.185 0 4.920.707"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Zu-/Abschreibungen
Vermögensgruppe Stand am 01.01.2016
Abschreibungen des Geschäftsjahres
Equity Abwertung
1. kumulierte Abschreibungen auf
Anlagenabgänge
T€ T€ T€ T€
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen,
gewerbliche Schutzrechte und
ähnliche Rechte und Werte
61.882 3.289 0 537
2. Bezugs- und Lieferrechte 26.541 8 0 0
3. Geschäfts- oder Firmenwert 89 16 0 0
4. Geleistete Anzahlungen 0 0 0 0
Immaterielle Vermögensgegenstände
88.512 3.313 0 537
II."; 15, 16 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Zu-/Abschreibungen
Vermögensgruppe Stand am 01.01.2016
Abschreibungen des Geschäftsjahres
Equity Abwertung
1. kumulierte Abschreibungen auf
Anlagenabgänge
T€ T€ T€ T€
1. Grundstücke und grundstücksgleiche
Rechte mit Geschäfts-, Betriebs-
und anderen Bauten
217.702 4.626 0 19.944
2. Grundstücke und grundstücksgleiche
Rechte mit Wohnbauten
2.295 35 0 0
3. Grundstücke und grundstücksgleiche
Rechte ohne Bauten
2.198 45 0 6
4. Bauten auf fremden Grundstücken
6.080 76 0 0
228.275 4.782 0 19.950
5. Erzeugungs-, Gewinnungs- und
Bezugsanlagen
243.445 13.449 0 645
6. Verteilungsanlagen 2.479.591 55.169 0 7.082
7. Technische Anlagen und Maschinen
8.102 274 0 558
8. Andere Anlagen, Betriebs- und
Geschäftsausstattung
71.177 6.712 0 5.326
9. Geleistete Anzahlungen und Anlagen
im Bau
0 0 0 0
Sachanlagen 3.030.590 80.386 0 33.561
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen
3.155 0 0 0
2. Beteiligungen an assoziierten Unternehmen
62.143 7.423 58.364 0
3. Beteiligungen 3.493 0 0 206
4. Ausleihungen an Unternehmen,
mit denen ein Beteiligungsverhältnis
besteht
6.330 1.350 0 0"; 15, 16 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Zu-/Abschreibungen
Vermögensgruppe Stand am 01.01.2016
Abschreibungen des Geschäftsjahres
Equity Abwertung
1. kumulierte Abschreibungen auf
Anlagenabgänge
T€ T€ T€ T€
5. Wertpapiere des Anlagevermögens
0 0 0 0
6. Sonstige Ausleihungen 759 58 0 0
Finanzanlagen 75.880 8.831 58.364 206
Anlagevermögen gesamt: 3.194.982 92.530 58.364 34.304"; 15, 16 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Zu-/Abschreibungen
Vermögensgruppe Equity Aufwertung Zuschreibungen Stand am 31.12.2016
T€ T€
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche
Schutzrechte und ähnliche Rechte
und Werte
0 0 64.634
2. Bezugs- und Lieferrechte 0 0 26.549
3. Geschäfts- oder Firmenwert 0 0 105
4. Geleistete Anzahlungen 0 0 0
Immaterielle Vermögensgegenstände 0 0 91.288
II. Sachanlagen
1. Grundstücke und grundstücksgleiche
Rechte mit Geschäfts-, Betriebs-und anderen
Bauten
0 0 202.384
2. Grundstücke und grundstücksgleiche
Rechte mit Wohnbauten
0 0 2.330
3. Grundstücke und grundstücksgleiche
Rechte ohne Bauten
0 0 2.237
4. Bauten auf fremden Grundstücken 0 0 6.156
0 0 213.107
5. Erzeugungs-, Gewinnungs- und Bezugsanlagen
0 0 256.249
6. Verteilungsanlagen 0 0 2.527.678"; 15, 16 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Zu-/Abschreibungen
Vermögensgruppe Equity Aufwertung Zuschreibungen Stand am 31.12.2016
T€ T€
7. Technische Anlagen und Maschinen 0 0 7.818
8. Andere Anlagen, Betriebs- und Geschäftsausstattung
0 0 72.563
9. Geleistete Anzahlungen und Anlagen im
Bau
0 0 0
Sachanlagen 0 0 3.077.415
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 0 0 3.155
2. Beteiligungen an assoziierten Unternehmen
51.664 0 76.266
3. Beteiligungen 0 0 3.287
4. Ausleihungen an Unternehmen, mit denen
ein Beteiligungsverhältnis besteht
0 0 7.680
5. Wertpapiere des Anlagevermögens 0 0 0
6. Sonstige Ausleihungen 0 188 629
Finanzanlagen 51.664 188 91.017
Anlagevermögen gesamt: 51.664 188 3.259.720"; 15, 16 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Buchwerte
Vermögensgruppe Stand am 31.12.2016 Stand am 31.12.2015
T€ T€
I. Immaterielle Vermögensgegenstände
1. Entgeltlich erworbene Konzessionen, gewerbliche Schutzrechte
und ähnliche Rechte und Werte
6.895 7.468
2. Bezugs- und Lieferrechte 25 33
3. Geschäfts- oder Firmenwert 12 28
4. Geleistete Anzahlungen 506 0
Immaterielle Vermögensgegenstände 7.438 7.529
II. Sachanlagen"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
"Buchwerte
Vermögensgruppe Stand am 31.12.2016 Stand am 31.12.2015
T€ T€
1. Grundstücke und grundstücksgleiche Rechte mit Geschäfts-,
Betriebs-und anderen Bauten
114.604 123.615
2. Grundstücke und grundstücksgleiche Rechte mit Wohnbauten
1.127 1.162
3. Grundstücke und grundstücksgleiche Rechte ohne Bauten 17.559 17.537
4. Bauten auf fremden Grundstücken 1.264 1.272
134.554 143.586
5. Erzeugungs-, Gewinnungs- und Bezugsanlagen 156.025 146.857
6. Verteilungsanlagen 754.001 719.032
7. Technische Anlagen und Maschinen 2.268 1.745
8. Andere Anlagen, Betriebs- und Geschäftsausstattung 20.019 22.112
9. Geleistete Anzahlungen und Anlagen im Bau 31.088 59.544
Sachanlagen 1.097.955 1.092.876
III. Finanzanlagen
1. Anteile an verbundenen Unternehmen 1.363 1.363
2. Beteiligungen an assoziierten Unternehmen 506.009 514.778
3. Beteiligungen 7.219 11.590
4. Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis
besteht
825 2.200
5. Wertpapiere des Anlagevermögens 38.515 38.500
6. Sonstige Ausleihungen 1.663 1.754
Finanzanlagen 555.594 570.185
Anlagevermögen gesamt: 1.660.987 1.670.590"; 15 ;2016;N-ERGIE AG;Konzernabschluss;PwC
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
